Date,Close/Last,Volume,Open,High,Low
09/11/2025,$305.56,7942489,$301.24,$305.73,$300.7925
09/10/2025,$300.54,7787303,$296.70,$301.54,$295.40
09/09/2025,$297.85,7848196,$292.60,$299.00,$292.31
09/08/2025,$292.91,8188506,$294.89,$296.46,$291.44
09/05/2025,$294.38,9837709,$303.65,$305.15,$294.31
09/04/2025,$303.82,6605797,$300.00,$304.43,$298.28
09/03/2025,$299.51,6316911,$300.57,$300.57,$296.38
09/02/2025,$299.70,7221855,$300.26,$300.455,$294.50
08/29/2025,$301.42,6796380,$302.04,$302.95,$299.73
08/28/2025,$301.07,6410535,$300.025,$301.2399,$298.70
08/27/2025,$299.28,6056513,$297.25,$301.07,$297.04
08/26/2025,$298.57,6714749,$294.16,$298.74,$293.5001
08/25/2025,$294.90,5856258,$296.24,$297.3475,$294.14
08/22/2025,$296.24,8552847,$293.20,$297.16,$290.13
08/21/2025,$291.47,6624161,$291.94,$292.7661,$289.4725
08/20/2025,$292.24,7374244,$290.81,$293.33,$287.27
08/19/2025,$290.66,6031520,$290.83,$292.48,$289.53
08/18/2025,$291.53,5386856,$290.00,$291.90,$288.41
08/15/2025,$290.49,7340518,$294.84,$295.50,$289.82
08/14/2025,$294.16,6322381,$290.58,$294.20,$289.6391
08/13/2025,$290.53,8420407,$293.95,$294.55,$287.16
08/12/2025,$292.85,8572034,$291.50,$294.75,$290.34
08/11/2025,$289.56,5510113,$289.40,$291.32,$288.78
08/08/2025,$288.76,6634506,$288.98,$291.23,$284.706
08/07/2025,$286.94,8057109,$292.94,$293.46,$286.41
08/06/2025,$291.35,6330155,$292.30,$293.29,$290.16
08/05/2025,$291.37,7182333,$294.69,$295.785,$287.24
08/04/2025,$294.26,6649542,$290.26,$294.32,$290.26
08/01/2025,$289.37,12007110,$290.40,$291.795,$284.2376
07/31/2025,$296.24,14749650,$299.14,$300.975,$295.50
07/30/2025,$299.63,8061742,$297.42,$300.61,$297.38
07/29/2025,$297.04,7635719,$300.00,$301.2931,$296.20
07/28/2025,$298.28,5840417,$297.66,$299.43,$296.82
07/25/2025,$298.62,5918875,$296.70,$298.90,$295.955
07/24/2025,$296.55,7001242,$297.42,$299.5899,$296.20
07/23/2025,$296.76,7083510,$292.84,$296.99,$292.55
07/22/2025,$291.43,6717461,$291.50,$293.625,$289.18
07/21/2025,$290.97,7898141,$291.00,$294.18,$290.58
07/18/2025,$291.27,12217020,$289.52,$292.50,$288.23
07/17/2025,$289.90,8509504,$283.44,$290.2965,$283.44
07/16/2025,$285.82,9979768,$288.40,$290.73,$283.01
07/15/2025,$286.55,12526110,$288.00,$291.95,$285.48
07/14/2025,$288.70,9079941,$287.07,$289.30,$285.2556
07/11/2025,$286.86,7384674,$285.52,$287.38,$283.655
07/10/2025,$288.19,8413847,$283.00,$288.31,$283.00
07/09/2025,$283.16,11273800,$287.18,$287.195,$282.48
07/08/2025,$282.78,15440860,$289.275,$289.70,$280.31
07/07/2025,$291.97,8825732,$295.25,$296.04,$290.08
07/03/2025,$296.00,6541646,$292.15,$296.40,$291.21
07/02/2025,$292.00,8158692,$292.04,$292.822,$289.70
07/01/2025,$290.41,9338260,$290.89,$291.13,$286.59
06/30/2025,$289.91,12689160,$290.40,$292.65,$288.92
06/27/2025,$287.11,17868630,$285.81,$288.6962,$285.04
06/26/2025,$288.75,8942062,$284.70,$289.41,$284.47
06/25/2025,$284.06,6826901,$281.50,$284.28,$280.91
06/24/2025,$281.26,9267941,$280.21,$282.715,$279.51
06/23/2025,$278.27,8094559,$275.06,$278.55,$272.1128
06/20/2025,$275.00,13969670,$275.57,$277.30,$273.8119
06/18/2025,$273.96,9586440,$270.00,$277.72,$269.72
06/17/2025,$269.52,6739262,$268.17,$270.59,$267.80
06/16/2025,$270.36,8566019,$267.00,$271.73,$266.85
06/13/2025,$264.95,7098265,$265.08,$267.02,$262.71
06/12/2025,$268.24,6618026,$266.86,$268.29,$265.14
06/11/2025,$268.15,7434064,$268.68,$269.6199,$265.7862
06/10/2025,$268.60,7538135,$265.88,$268.90,$265.85
06/09/2025,$266.74,8285364,$266.00,$267.90,$263.35
06/06/2025,$265.73,7738134,$264.33,$266.65,$264.26
06/05/2025,$261.95,8179258,$264.74,$264.74,$260.31
06/04/2025,$264.22,5915710,$265.92,$267.12,$264.18
06/03/2025,$266.27,6998383,$263.73,$266.58,$262.88
06/02/2025,$264.66,6011165,$263.02,$265.03,$261.90
05/30/2025,$264.00,10977660,$263.45,$265.33,$262.725
05/29/2025,$264.37,5081992,$264.80,$265.4099,$262.53
05/28/2025,$263.49,5535408,$266.24,$266.72,$262.90
05/27/2025,$265.29,7506555,$262.04,$265.30,$261.99
05/23/2025,$260.71,6671841,$256.81,$261.99,$256.0001
05/22/2025,$260.67,6514113,$259.44,$262.30,$258.8687
05/21/2025,$261.04,7464045,$264.35,$265.65,$260.7263
05/20/2025,$265.68,8436337,$262.52,$266.66,$262.30
05/19/2025,$264.88,12145050,$265.55,$268.32,$261.93
05/16/2025,$267.56,8932912,$267.50,$268.4593,$264.71
05/15/2025,$267.49,9214641,$266.97,$269.52,$264.76
05/14/2025,$265.64,8643060,$263.00,$266.64,$262.29
05/13/2025,$263.01,8588961,$261.03,$263.67,$260.39
05/12/2025,$260.05,9603892,$262.90,$263.60,$258.70
05/09/2025,$253.08,5087639,$254.50,$255.51,$252.34
05/08/2025,$253.47,8320118,$251.57,$255.88,$251.55
05/07/2025,$249.39,8724267,$249.85,$252.45,$248.83
05/06/2025,$249.25,6369934,$250.00,$252.65,$249.00
05/05/2025,$252.56,5450744,$251.18,$255.16,$250.5901
05/02/2025,$252.51,7165044,$251.26,$253.6187,$249.4629
05/01/2025,$246.89,8689579,$242.84,$248.45,$242.17
04/30/2025,$244.62,12991700,$241.21,$245.22,$238.43
04/29/2025,$244.62,7216788,$242.19,$245.25,$241.69
04/28/2025,$243.22,7394297,$244.56,$246.8437,$240.84
04/25/2025,$243.55,8588564,$244.65,$245.62,$241.75
04/24/2025,$244.64,9055197,$239.74,$245.4695,$237.58
04/23/2025,$240.88,14126770,$240.22,$246.79,$240.00
04/22/2025,$235.59,10701400,$231.98,$235.99,$231.37
04/21/2025,$228.99,8716177,$230.63,$231.81,$226.336
04/17/2025,$231.96,9557946,$230.80,$234.34,$230.55
04/16/2025,$229.61,9322325,$232.00,$233.58,$227.93
04/15/2025,$233.13,10912880,$236.10,$238.65,$232.82
04/14/2025,$234.72,13017820,$237.10,$239.78,$233.6301
04/11/2025,$236.20,20284450,$226.31,$238.575,$225.00
04/10/2025,$227.11,18896440,$230.00,$230.3499,$220.10
04/09/2025,$234.34,24022350,$212.50,$237.48,$211.00
04/08/2025,$216.87,19485730,$223.52,$227.8378,$213.25
04/07/2025,$214.44,22914370,$205.77,$222.053,$202.16
04/04/2025,$210.28,27170690,$215.305,$217.70,$208.93
04/03/2025,$228.69,17188470,$234.27,$235.14,$227.30
04/02/2025,$245.82,7758750,$241.60,$247.245,$241.46
04/01/2025,$243.66,8054683,$242.62,$245.69,$240.8818
03/31/2025,$245.30,13603000,$239.41,$245.86,$237.3643
03/28/2025,$242.85,11978420,$246.94,$249.505,$241.11
03/27/2025,$248.12,8022517,$249.525,$250.64,$247.18
03/26/2025,$251.03,12785230,$252.60,$254.67,$249.78
03/25/2025,$251.13,9287694,$249.31,$251.82,$247.6247
03/24/2025,$248.06,9422650,$245.48,$248.69,$244.41
03/21/2025,$241.63,19326870,$237.81,$242.30,$236.50
03/20/2025,$239.01,8328513,$236.56,$241.76,$236.20
03/19/2025,$239.11,10120590,$235.74,$242.33,$234.89
03/18/2025,$234.97,10344870,$234.32,$236.17,$233.52
03/17/2025,$233.93,9586025,$231.18,$235.6695,$230.455
03/14/2025,$232.44,11962110,$228.12,$233.143,$227.58
03/13/2025,$225.19,16467850,$229.30,$229.50,$224.23
03/12/2025,$227.90,16054020,$234.00,$234.32,$227.26
03/11/2025,$229.14,18143000,$231.745,$233.32,$226.69
03/10/2025,$232.22,18887190,$236.21,$237.51,$228.695
03/07/2025,$242.28,20498730,$245.23,$246.72,$239.42
03/06/2025,$246.54,9983235,$248.11,$249.36,$243.85
03/05/2025,$251.53,7861424,$251.25,$253.05,$247.83
03/04/2025,$250.25,13465630,$255.28,$257.23,$245.95
03/03/2025,$260.62,9058307,$264.00,$266.32,$257.82
02/28/2025,$264.65,10467130,$260.73,$264.81,$257.89
02/27/2025,$259.05,8204447,$260.18,$263.64,$257.86
02/26/2025,$258.79,5943585,$257.16,$260.9115,$256.93
02/25/2025,$257.40,9608439,$262.23,$263.00,$253.35
02/24/2025,$261.34,10372750,$265.49,$267.00,$258.61
02/21/2025,$264.24,12835570,$268.32,$269.1955,$262.84
02/20/2025,$266.80,13846670,$278.675,$278.74,$265.735
02/19/2025,$279.25,7007248,$278.38,$280.25,$277.22
02/18/2025,$279.95,7919798,$276.76,$279.97,$276.02
02/14/2025,$276.59,5688627,$277.37,$279.2334,$276.45
02/13/2025,$276.32,8398667,$275.50,$276.97,$273.81
02/12/2025,$275.45,6683894,$274.08,$276.45,$273.25
02/11/2025,$274.99,7196376,$270.26,$276.22,$269.66
02/10/2025,$271.04,8627352,$276.15,$276.18,$269.59
02/07/2025,$275.80,6857875,$277.27,$278.55,$274.715
02/06/2025,$276.90,7264371,$272.45,$276.98,$271.19
02/05/2025,$270.43,5704431,$268.91,$270.64,$268.33
02/04/2025,$267.94,5625972,$269.84,$269.84,$266.83
02/03/2025,$266.81,8381361,$261.83,$268.165,$261.7009
01/31/2025,$267.30,7196268,$269.23,$270.82,$266.96
01/30/2025,$268.23,8753466,$268.63,$269.70,$266.6201
01/29/2025,$266.58,7684870,$267.21,$270.68,$265.61
01/28/2025,$267.14,7375391,$265.85,$267.33,$264.8301
01/27/2025,$265.85,7522258,$264.17,$265.97,$262.26
01/24/2025,$264.84,7666261,$263.69,$267.10,$263.01
01/23/2025,$265.95,10749680,$264.69,$266.8599,$263.81
01/22/2025,$262.84,9021914,$262.90,$263.38,$260.25
01/21/2025,$263.03,13712110,$260.07,$264.25,$259.5037
01/17/2025,$259.16,17678100,$254.14,$260.62,$252.14
01/16/2025,$254.27,15292350,$254.00,$257.035,$252.33
01/15/2025,$252.35,18448520,$250.40,$253.6699,$243.68
01/14/2025,$247.47,12407390,$242.66,$247.72,$242.19
01/13/2025,$244.21,10005320,$239.67,$244.54,$239.00
01/10/2025,$239.87,10256830,$243.09,$243.81,$238.74
01/08/2025,$243.13,8675284,$242.75,$244.25,$240.50
01/07/2025,$243.17,8753357,$242.14,$245.26,$240.90
01/06/2025,$240.85,9917836,$243.695,$245.69,$240.58
01/03/2025,$243.28,9491053,$243.89,$244.88,$240.26
01/02/2025,$240.00,9220914,$240.92,$243.276,$239.45
12/31/2024,$239.71,4870971,$240.05,$241.4393,$239.03
12/30/2024,$239.32,5723765,$238.77,$240.84,$237.11
12/27/2024,$241.17,5730607,$242.72,$243.39,$240.04
12/26/2024,$243.14,4452168,$241.43,$243.26,$240.79
12/24/2024,$242.31,3729092,$239.43,$242.4922,$239.07
12/23/2024,$238.39,8611528,$236.07,$238.62,$234.88
12/20/2024,$237.60,32348410,$231.92,$239.21,$231.5877
12/19/2024,$232.96,11790770,$232.27,$236.36,$232.27
12/18/2024,$230.37,11322360,$239.00,$239.07,$229.53
12/17/2024,$238.36,8083635,$238.65,$239.02,$236.63
12/16/2024,$239.58,9032044,$240.61,$240.67,$237.52
12/13/2024,$239.94,10392750,$242.07,$242.715,$239.1437
12/12/2024,$241.53,6113771,$243.00,$244.10,$241.04
12/11/2024,$243.53,7884442,$244.00,$244.27,$242.18
12/10/2024,$242.86,9108339,$243.89,$247.96,$242.22
12/09/2024,$243.81,7076466,$247.13,$247.8699,$243.76
12/06/2024,$247.36,5519738,$245.70,$247.74,$244.84
12/05/2024,$245.48,6572536,$245.39,$247.18,$244.62
12/04/2024,$243.40,7346265,$244.70,$245.345,$242.23
12/03/2024,$244.82,6657694,$248.23,$249.04,$244.63
12/02/2024,$246.25,8899741,$249.55,$250.25,$245.03
11/29/2024,$249.72,5494825,$249.86,$251.77,$249.445
11/27/2024,$249.79,5472265,$249.35,$251.19,$248.771
11/26/2024,$249.97,6212142,$250.49,$251.00,$248.34
11/25/2024,$250.29,10295350,$249.59,$254.31,$249.06
11/22/2024,$248.55,7997307,$243.61,$249.15,$243.0347
11/21/2024,$244.76,8783516,$243.23,$245.49,$242.105
11/20/2024,$240.78,9015290,$244.40,$244.61,$238.64
11/19/2024,$243.09,6792660,$242.25,$245.1509,$241.55
11/18/2024,$245.03,9052575,$247.76,$247.93,$242.68
11/15/2024,$245.31,11518840,$241.46,$246.42,$241.46
11/14/2024,$241.87,10172200,$242.415,$244.29,$241.05
